"ID"|"n_species"|"n_ecosystems"|"autoconsumption"|"n_preparations"|"n_Agr_pract"|"region"|"headsex"|"elcsa_cat"|"edu"|"assistance"|"nonaginc"|"hhsize"|"headage"|"numchildren"|"age"|"num_emp"|"area"|"ch"|"ced"|"l_fields"|"m_fields"|"cd_field"|"cd_garden"|"cd_tree"|"cd_gardentree"|"clust"
"1908"|1|1|1|1|1|"Molino-Umari"|FALSE|"1"|"3"|FALSE|FALSE|3|24|1|20|2|0.2942|450|58.125|1|1|1|3|4|7|"3"
"1909"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|41|2|38|1|0|0|0|1|1|0|8|0|10|"3"
"1914"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"3"|FALSE|TRUE|4|45|0|42|2|0.5|850|108.5|2|2|2|10|4|14|"1"
"1917"|7|2|7|2|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|50|0|48|2|0.73549998|13600|1077.25|2|2|5|7|1|10|"3"
"1918"|2|2|2|1|6|"Molino-Umari"|FALSE|"1"|"2"|FALSE|TRUE|2|29|0|22|2|0.88260001|6095|838.54999|3|3|3|0|0|0|"3"
"1919"|2|2|2|1|1|"Molino-Umari"|TRUE|"1"|"2"|FALSE|FALSE|2|42|0|42|1|0.73549998|9600|930|1|1|2|5|2|8|"3"
"1927"|4|2|4|2|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|6|32|2|30|1|0.2942|330|0|1|1|3|5|0|5|"3"
"1933"|7|2|7|1|1|"Molino-Umari"|FALSE|"2"|"1"|FALSE|FALSE|9|46|2|43|1|1|800|232.5|1|1|2|8|5|13|"3"
"1938"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"2"|FALSE|FALSE|6|39|0|40|1|0.2942|800|1550|1|1|2|0|0|0|"3"
"1944"|10|3|10|4|6|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|2|48|0|43|1|0.4413|2300|627.75|2|1|2|3|1|4|"3"
"1949"|2|3|2|3|2|"Molino-Umari"|FALSE|"1"|"0"|FALSE|FALSE|4|48|1|48|1|0.4413|1030|0|2|2|3|11|9|20|"3"
"1950"|1|6|1|1|1|"Molino-Umari"|FALSE|"1"|"0"|FALSE|TRUE|4|34|0|30|2|0.22065|3750|209.25|2|2|1|6|4|12|"1"
"1951"|6|2|6|3|4|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|39|0|40|1|4|7425|688.20001|2|2|6|10|9|21|"3"
"1952"|4|2|4|1|1|"Molino-Umari"|FALSE|"2"|"1"|TRUE|TRUE|4|44|1|43|2|0.375|4000|244.12502|2|2|2|9|4|13|"3"
"1953"|4|7|4|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|3|26|1|23|1|0.4413|9750|1162.5|2|2|1|6|4|10|"3"
"1957"|3|2|3|3|6|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|8|38|2|29|1|0.4413|566.5|0|2|2|4|9|0|9|"3"
"1958"|10|3|10|3|6|"Molino-Umari"|TRUE|"1"|"1"|FALSE|FALSE|5|37|0|37|1|0.58840001|11250|910.625|2|2|4|7|1|8|"3"
"1960"|6|2|6|3|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|4|42|1|38|1|0.58840001|7500|744|1|1|1|6|3|9|"3"
"1961"|8|2|8|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|FALSE|5|43|2|43|1|0.4413|3140|279|1|1|3|7|4|11|"3"
"1965"|8|4|8|3|1|"Molino-Umari"|TRUE|"1"|"1"|TRUE|TRUE|3|27|0|27|3|0|0|0|1|1|0|11|0|11|"3"
"1968"|2|1|2|1|1|"Molino-Umari"|FALSE|"1"|"1"|FALSE|TRUE|2|31|0|32|2|0.125|515|0|1|1|3|0|0|0|"1"
"1995"|1|1|1|1|1|"Huánuco-Quisqui"|TRUE|"1"|"2"|FALSE|FALSE|8|42|2|42|2|2|8500|3224|1|1|5|7|10|17|"3"
