a00a_1|a00a_2b|aa|a01|a02|a03|a04|a05|a06|a07|a07_1|a07_2|a07_3|ea|e01|e02|ea2|q01|q11|q12|q12_1|q13|q13_1|q13_2|q13_3|q13_4|q13_5|q13_6|q13_7|q13_8|q13_9|q14|q14_1|q14_2|q14_3|q15|q15_1|q15_2|q15_3|q15_4|q15_5|q15_6|q15_7|q15_8|q15_9|q15_10|q15_1_1|q16
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1776|Continuar|ñiñacocha|30|76.01169|09.87419|3037|35|Molino-Umari|||Niñacocha|Continuar|2|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|CH|No|No|Si|No|No|No|No|Si|No|No||Se mantiene igual
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1779|Continuar|lado a la carretera|998|76.04204|09.98864|2830|48|Molino-Umari|||Palma Pampa|Continuar|3|1|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1781|Continuar|palmapampa|0|76.04308|09.98883|2848|192|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Se mantiene igual
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1783|Continuar|al costado de la carretera|998|76.04210|09.98868|2842|49|Molino-Umari|||Palma Pampa|Continuar|5|1|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Carachupa|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|B|No|Si|No|No|No|No|No|No|No|No||Disminuido
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1787|Continuar|pichau|998|76.04572|09.93926|2717|84|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Sajino|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Venado, luicho|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Viscacha|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Zorrillo|No|||||||||||||||||||||||||||
A|1788|Continuar|inocenpata|0|76.04990|09.94204|2878|242|Molino-Umari|||Pichao|Continuar|7|1|Continuar|1|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Trucha (pesca de río)|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1799|Continuar|ira pata|998|76.04222|09.94584|2629|85|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1807|Continuar|pichau|998|76.04341|09.93977|2649|73|Molino-Umari|||Pichao|Continuar|5|0|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Cuy de monte, purun jaca|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Disminuido
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
F|1808|Continuar|waylas pampa|998|75.97612|10.09483|3404|64|Molino-Umari|||La Linda|Continuar|6|2|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Perdiz|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Picuro|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|H|No|No|No|No|No|No|No|Si|No|No||Se mantiene igual
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
B|1809|Continuar|linda|20|75.96344|10.09829|3447|55|Molino-Umari|||La Linda|Continuar|6|3|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Achu|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Añuje|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Carachupa|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Cuy de monte, purun jaca|No||No|Si|No|No|No|No|No|No|No||No|Si|No|||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Muca|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Perdiz|Si|B|No|Si|No|No|No|No|No|No|No|B|No|Si|No|H|No|No|No|No|No|No|No|Si|No|No||Se mantiene igual
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Picuro|Si|AB|Si|Si|No|No|No|No|No|No|No|B|No|Si|No|BC|No|Si|Si|No|No|No|No|No|No|No||Disminuido
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Sajino|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Trucha (pesca de río)|Si|H|No|No|No|No|No|No|No|Si|No|B|No|Si|No|C|No|No|Si|No|No|No|No|No|No|No||Se mantiene igual
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Venado, luicho|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Viscacha|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Zorrillo|No|||||||||||||||||||||||||||
E|1811|Continuar|la linda grande|998|75.96553|10.09726|3496|44|Molino-Umari|||La Linda|Continuar|6|1|Continuar|2|Si|Zorrillo chancho|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Achu|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Añuje|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Carachupa|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Cuy de monte, purun jaca|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Muca|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Perdiz|No|||||||||||||||||||||||||||
F|1815|Continuar|huaylaspampa|998|75.97105|10.09405|3380|62|Molino-Umari|||La Linda|Continuar|4|2|Continuar|1|Si|Picuro|No|||||||||||||||||||||||||||
